
10,10,1.0767094
10,30,1.0529468
10,20,1.0569757
10,40,1.0388105
10,70,1.0180614
10,50,1.0307794
10,60,1.0414613
10,80,1.0126396
10,90,1.0110174
10,100,1.0004959
10,120,0.99727696
10,110,0.99640924
10,130,1.0126671
10,150,1.0208417
10,160,1.0206445
10,140,1.0278498
20,10,9.524568
20,30,1.0646623
20,20,1.0885979
20,40,1.0524894
10,170,1.0340103
10,180,1.019993
10,190,1.0195836
20,50,1.0477272
10,200,1.0263842
20,60,1.024523
20,70,1.0178128
20,80,1.0127015
20,100,1.0086199
20,90,1.0002396
20,110,0.9814522
20,120,0.9962123
20,130,0.9996895
20,140,1.0259031
20,150,1.0412369
20,160,1.0324448
30,10,12.104655
30,20,9.478904
20,170,1.028221
20,190,1.0217125
20,180,1.0314422
20,200,1.0209483
30,30,1.0602098
30,60,1.038148
30,40,1.0576574
30,70,1.0192695
30,50,1.0445526
30,80,0.9969439
30,100,1.0115321
30,90,0.9996353
30,110,0.99798787
30,120,1.0021827
30,140,1.0200807
30,130,1.013249
30,150,1.021766
30,160,1.0463879
40,10,15.90608
30,170,1.035453
40,20,12.309855
40,30,9.303747
30,180,1.0334096
40,40,1.0841583
30,190,1.017579
30,200,1.0250437
40,50,1.0707527
40,60,1.0405647
40,70,1.0162959
40,90,1.0002939
40,80,1.006395
40,100,1.0010816
40,110,1.00055
40,120,1.004591
40,130,1.0085794
40,140,1.026085
50,10,17.758602
40,150,1.0167998
40,160,1.0402038
50,20,14.681002
40,170,1.047015
40,180,1.0317633
40,200,1.0254053
40,190,1.0228364
50,30,12.109763
50,40,8.060427
50,50,1.1010734
50,60,1.0604753
50,70,1.0136937
50,80,1.006277
50,90,1.0004073
50,100,1.0065888
50,110,0.9943805
50,120,1.0042377
50,140,1.0272243
50,130,1.0088702
50,150,1.013653
50,160,1.0225482
50,170,1.0350119
60,10,20.92761
60,20,15.644742
50,180,1.0410094
50,190,1.0267093
60,30,13.391587
60,40,12.511268
50,200,1.019774
60,50,6.9933968
60,60,1.088441
60,70,1.0286182
60,90,1.0042025
60,80,1.0187863
60,100,0.9981078
60,110,0.99031943
60,120,0.9945211
60,130,1.0097251
60,140,1.0257533
60,150,1.0053934
60,160,1.0191265
70,10,21.953186
60,170,1.0284672
70,20,14.710547
60,180,1.0334907
60,190,1.0375503
70,30,15.183737
70,40,13.542273
60,200,1.0299034
70,50,11.621071
70,70,1.0551859
70,60,5.8267517
70,90,0.9861954
70,80,1.0203328
70,100,1.0001513
70,110,0.9974677
70,120,0.99253845
70,130,1.0101327
70,140,1.0303301
70,150,1.0092423
70,160,1.0249323
80,10,26.773867
70,170,1.0255628
80,20,14.216795
70,180,1.0244876
70,190,1.0360706
80,30,15.070174
80,40,14.988698
70,200,1.0327476
80,50,12.53068
80,60,9.612386
80,70,4.5855613
80,80,1.0366925
80,90,1.0045403
80,100,0.9959064
80,110,0.9937524
80,120,0.98955953
80,130,1.0068789
80,140,1.0115242
80,150,1.0155816
80,160,1.0236129
80,170,1.0321187
90,10,27.405256
80,190,1.0268834
80,180,1.0256525
90,20,15.719033
90,30,15.1396675
80,200,1.0303787
90,40,13.991301
90,50,14.933497
90,60,12.200447
90,70,9.320343
90,80,3.7709186
90,100,1.0264438
90,90,1.0307833
90,110,0.99299777
90,120,1.0012704
90,130,1.0003501
90,140,1.0017389
90,150,1.0064372
90,160,1.020999
100,10,28.764984
90,170,1.0212642
100,20,18.745329
90,180,1.0257109
100,30,14.609683
90,190,1.0313164
90,200,1.0255865
100,40,14.664594
100,50,14.281354
100,60,14.160491
100,70,12.065052
100,80,8.635877
100,90,3.1983895
100,100,1.0591
100,110,1.0129907
100,120,1.0014486
100,130,0.99967444
100,140,0.9961437
100,150,1.0034797
100,160,1.0010256
110,10,28.273233
100,170,1.0294851
110,20,18.292234
100,180,1.0058403
110,30,15.230126
100,190,1.0222242
110,40,14.2547455
100,200,1.0214304
110,50,14.247331
110,60,14.050324
110,70,12.718131
110,90,7.7348657
110,80,10.860768
110,100,2.7220025
110,110,1.0529678
110,120,1.0170473
110,130,1.000456
110,140,0.9969656
110,150,1.0018206
110,160,0.9965638
120,10,27.403217
110,170,1.0204203
110,180,1.0133356
120,20,19.501362
120,30,15.494384
110,190,1.0087699
110,200,1.0117873
120,40,14.5833
120,50,14.661005
120,60,13.6580515
120,70,13.068914
120,80,13.357689
120,90,10.331902
120,100,6.6742926
120,110,2.4423628
120,120,1.0336347
120,130,0.99518865
120,140,1.0040734
120,150,1.014745
120,160,0.9980709
120,170,1.0107368
130,10,25.120913
120,180,1.0123055
130,20,19.080769
120,200,1.0030973
120,190,1.0106456
130,40,15.256535
130,30,14.569172
130,50,14.465958
130,60,14.311853
130,70,14.003813
130,80,13.514563
130,90,12.61355
130,100,9.211724
130,110,5.7982984
130,120,2.173887
130,130,1.0322405
130,140,1.0218825
130,150,1.032549
140,10,25.589159
130,160,1.0296909
130,170,1.0176244
140,20,20.147041
130,190,1.0070534
130,180,1.0071845
130,200,1.0032448
140,30,15.099704
140,40,14.276609
140,60,13.8491
140,50,14.948119
140,70,13.031012
140,80,13.243988
140,90,12.851549
140,100,11.250577
140,110,8.600054
140,120,5.137631
140,130,2.0123355
140,140,1.03187
140,150,1.0361565
140,160,1.0352644
140,170,1.034638
150,10,24.219965
140,180,1.0038569
150,20,17.922178
140,190,1.01061
150,30,15.790194
140,200,1.0061679
150,40,13.768545
150,50,15.585659
150,60,13.432034
150,70,12.435492
150,80,12.724793
150,90,13.024062
150,100,12.273244
150,110,10.598878
150,120,8.223702
150,140,1.8838259
150,130,4.5453796
150,150,1.0487995
150,160,1.0482
150,170,1.0553225
150,180,1.014569
160,10,22.178404
160,20,19.465347
150,190,1.005066
150,200,1.0086462
160,30,15.733551
160,40,14.345847
160,60,14.690811
160,50,14.336116
160,70,13.1012745
160,90,13.8858185
160,80,13.5446205
160,100,13.228168
160,110,12.519728
160,120,10.970912
160,130,7.4336205
160,150,1.8158656
160,140,4.0798573
160,160,1.0488129
160,180,1.0333145
160,170,1.0353098
170,10,21.93744
170,20,19.366432
170,30,15.743861
160,190,1.0063818
170,40,13.544882
160,200,1.0077611
170,50,13.199389
170,60,14.051325
170,70,13.634958
170,80,12.94081
170,90,13.470268
170,100,12.28867
170,110,12.365375
170,120,11.968308
170,130,9.40551
170,140,6.620053
170,150,3.805894
170,160,1.715219
180,10,22.035751
170,170,1.0296699
170,190,1.0152172
170,180,1.0197172
180,20,19.049183
180,30,15.804745
170,200,1.0081701
180,40,13.54788
180,50,13.324898
180,60,12.672042
180,70,13.283324
180,80,13.298466
180,90,13.352884
180,100,12.568007
180,110,11.800151
180,120,12.190771
180,130,11.023816
180,140,8.98648
180,150,6.6981807
180,160,3.3124232
180,170,1.607275
180,180,1.0166506
190,10,21.412434
180,190,1.0020639
180,200,1.0163589
190,20,20.311153
190,30,16.190296
190,40,14.117247
190,50,13.259944
190,60,12.304356
190,70,12.299523
190,80,12.391403
190,90,13.37643
190,100,12.691739
190,110,12.2378
190,120,11.880934
190,140,10.954019
190,130,10.667177
190,150,8.1514845
