
190,160,5.755515
190,170,3.1008344
190,190,1.0352886
190,180,1.5428475
200,10,21.060081
200,30,16.739746
200,20,20.024382
190,200,1.0317434
200,40,14.114433
200,50,13.122317
200,60,12.544199
200,70,12.872823
200,80,12.078296
200,90,13.045581
200,100,13.258115
200,110,12.264668
200,130,11.820152
200,120,12.672652
200,140,10.816076
200,150,9.682493
200,160,7.949291
200,170,5.4077535
200,180,2.816324
200,190,1.4900438
200,200,1.0684134
