
20,70,40,0.0
10,80,40,0.06229218
10,60,40,4.9499273
10,70,40,0.0
20,90,40,0.0
10,90,40,0.8319228
20,80,40,0.0
30,80,40,0.0
30,90,40,0.0
40,90,40,0.0
30,100,40,0.0
40,100,40,0.0
10,100,40,3.4799733
20,100,40,0.0
50,100,40,0.0
10,110,40,1.0616385
20,110,40,10.964839
30,110,40,0.0
40,110,40,0.0
50,110,40,0.0
60,110,40,0.0
10,120,40,5.227906
20,120,40,11.5
30,120,40,0.0
40,120,40,0.0
50,120,40,0.0
70,120,40,0.0
60,120,40,0.0
10,130,40,12.82746
20,130,40,6.6376987
30,130,40,0.0
40,130,40,0.0
50,130,40,0.0
60,130,40,0.0
70,130,40,0.0
80,130,40,0.0
10,140,40,6.518649
20,140,40,7.707134
30,140,40,0.0
40,140,40,0.0
50,140,40,0.0
60,140,40,0.0
70,140,40,0.0
80,140,40,0.0
40,150,40,0.0
90,140,40,0.0
50,150,40,0.0
60,150,40,0.0
70,150,40,0.0
10,150,40,2.6422296
20,150,40,5.3460736
30,150,40,8.252478
80,150,40,0.0
100,150,40,0.0
10,160,40,3.0811994
90,150,40,0.0
20,160,40,4.1172447
50,160,40,0.0
40,160,40,0.0
30,160,40,3.7267394
60,160,40,0.0
70,160,40,0.0
80,160,40,0.0
100,160,40,0.0
90,160,40,0.0
110,160,40,0.0
10,170,40,2.1264489
20,170,40,4.836565
30,170,40,2.98557
40,170,40,6.0499907
50,170,40,0.0
60,170,40,0.0
70,170,40,0.0
80,170,40,0.0
90,170,40,0.0
100,170,40,0.0
110,170,40,0.0
120,170,40,0.0
10,180,40,3.2817664
20,180,40,1.6733477
30,180,40,7.57339
40,180,40,5.4199696
50,180,40,0.0
60,180,40,0.0
70,180,40,0.0
80,180,40,0.0
90,180,40,0.0
100,180,40,0.0
110,180,40,0.0
120,180,40,0.0
130,180,40,0.0
10,190,40,2.1333566
20,190,40,2.488391
30,190,40,10.601634
40,190,40,5.1699877
50,190,40,0.0
60,190,40,0.0
70,190,40,0.0
80,190,40,0.0
90,190,40,0.0
100,190,40,0.0
110,190,40,0.0
120,190,40,0.0
130,190,40,0.0
140,190,40,0.0
10,200,40,6.1186757
20,200,40,14.887173
50,200,40,0.0
40,200,40,4.481146
30,200,40,9.240608
60,200,40,0.0
70,200,40,0.0
80,200,40,0.0
90,200,40,0.0
100,200,40,0.0
120,200,40,0.0
110,200,40,0.0
140,200,40,0.0
130,200,40,0.0
150,200,40,0.0
