10,10,0.871397
10,20,0.84343237
10,30,0.86105955
10,40,0.8604228
10,50,0.8734728
10,60,0.8645694
10,70,0.8766681
10,80,0.9019929
10,90,0.88038075
10,100,0.8697642
10,110,0.8849749
10,120,0.86218905
10,130,0.87161165
10,150,0.8852056
10,140,0.87209284
10,160,0.8645414
20,10,0.9946468
20,20,0.8185178
20,30,0.84205127
20,40,0.8526954
10,170,0.89443445
20,50,0.831204
10,180,0.8761994
10,190,0.90210974
20,60,0.8392633
10,200,0.88658917
20,70,0.84613097
20,80,0.8479114
20,90,0.8520471
20,100,0.8451319
20,110,0.88237226
20,120,0.8528659
20,130,0.86413616
20,140,0.867044
30,10,0.050929658
20,150,0.8544186
20,160,0.8691265
30,20,0.8223654
30,30,0.82505125
20,170,0.8532945
30,50,0.8186039
30,40,0.80173403
20,180,0.865961
30,60,0.8678802
20,200,0.8704008
30,70,0.8180532
20,190,0.87405723
30,80,0.82716566
30,90,0.85909486
30,100,0.82171583
30,110,0.85030395
30,120,0.8504679
30,130,0.8388607
30,140,0.8388572
30,150,0.8285011
40,10,0.17407507
40,20,0.9323037
30,160,0.8768041
40,30,0.8155323
30,170,0.8396373
40,40,0.82236713
30,180,0.8595911
40,50,0.8111356
30,190,0.8578315
40,60,0.8388258
30,200,0.8596521
40,70,0.831296
40,80,0.84203386
40,90,0.8314729
40,100,0.8186984
40,110,0.83262545
40,120,0.8337688
40,130,0.808136
40,140,0.84833884
40,150,0.8165874
40,160,0.87822354
50,10,0.28684604
50,20,0.019433342
40,170,0.8498044
50,30,0.79708624
50,40,0.8225238
40,180,0.85632694
50,50,0.7835941
40,190,0.8300388
50,60,0.8242663
50,70,0.8458397
40,200,0.866913
50,80,0.799156
50,90,0.8335992
50,100,0.8423353
50,110,0.80098027
50,120,0.83176166
50,130,0.8328655
50,140,0.83146775
60,10,0.36155686
50,150,0.8251777
60,20,0.07510579
50,160,0.8595887
50,170,0.8527785
60,30,0.85309094
50,180,0.8144766
60,40,0.804195
60,50,0.7997491
60,60,0.814372
50,190,0.86608833
60,70,0.837815
50,200,0.8368663
60,80,0.8124342
60,90,0.8277335
60,100,0.79497814
60,110,0.8192062
60,120,0.8174923
60,130,0.8207861
60,140,0.79145736
60,150,0.8017765
60,160,0.832937
70,10,0.4320307
70,20,0.1446836
70,30,0.012593971
70,40,0.798359
60,170,0.83895963
60,180,0.81936884
70,50,0.77917165
60,190,0.8569278
70,60,0.7920258
70,70,0.8427401
70,80,0.8309144
60,200,0.84437686
70,90,0.81341565
70,100,0.7943855
70,110,0.8301746
70,120,0.7950913
70,130,0.8210712
70,140,0.80022436
80,10,0.46725163
